family	group	method	auc_unit1	auc_unit25	auc_delta	avg_BS_delta
family_313	group2 len = 46	Supermatrix-ML	0.739438657407407	0.762272727272727	0.0228340698653199	0.14375
family_315	group2 len = 46	Supermatrix-ML	0.764041514041514	0.752272727272727	-0.0117687867687867	0.0796875
family_316	group2 len = 46	Supermatrix-ML	0.834402901785714	0.79462962962963	-0.0397732721560846	0.0434895833333333
family_317	group2 len = 46	Supermatrix-ML	0.880383439844401	0.991285714285714	0.110902274441313	0.105208333333333
family_318	group2 len = 46	Supermatrix-ML	0.784705882352941	0.819857142857143	0.0351512605042017	-0.0395833333333333
family_320	group2 len = 46	Supermatrix-ML	0.691685267857143	0.83375	0.142064732142857	0.02578125
family_321	group2 len = 46	Supermatrix-ML	0.679583333333333	0.820740740740741	0.141157407407407	0.05234375
family_322	group2 len = 46	Supermatrix-ML	0.824977348233162	0.766857142857143	-0.0581202053760193	0.0635416666666667
family_323	group2 len = 46	Supermatrix-ML	0.760979020979021	0.89234375	0.131364729020979	0.0447916666666667
family_324	group2 len = 46	Supermatrix-ML	0.786830357142857	0.863181818181818	0.0763514610389611	0.0583333333333333
family_326	group2 len = 46	Supermatrix-ML	0.609861111111111	0.71046875	0.100607638888889	0.0856770833333333
family_327	group2 len = 46	Supermatrix-ML	0.792270531400966	0.685	-0.107270531400966	0.0244791666666666
family_328	group2 len = 46	Supermatrix-ML	0.715678084099137	0.783	0.0673219159008633	0.0515625
family_329	group2 len = 46	Supermatrix-ML	0.748391608391608	0.635454545454545	-0.112937062937063	0.1484375
family_330	group2 len = 46	Supermatrix-ML	0.802642796248934	0.688181818181818	-0.114460978067116	0.05078125
family_331	group2 len = 46	Supermatrix-ML	0.775084902747762	0.724285714285714	-0.0507991884620473	0.0442708333333333
family_332	group2 len = 46	Supermatrix-ML	0.733286713286713	0.766296296296296	0.033009583009583	-0.0497395833333333
family_333	group2 len = 46	Supermatrix-ML	0.69703125	0.873857142857143	0.176825892857143	0.0143229166666667
family_334	group2 len = 46	Supermatrix-ML	0.762103796586555	0.750909090909091	-0.0111947056774643	0.122916666666667
family_335	group2 len = 46	Supermatrix-ML	0.799246651785714	0.903888888888889	0.104642237103175	0.1015625
family_336	group2 len = 46	Supermatrix-ML	0.574030894782862	0.640285714285714	0.0662548195028522	0.0440104166666667
family_337	group2 len = 46	Supermatrix-ML	0.755561735261402	0.681851851851852	-0.0737098834095498	0.106770833333333
family_338	group2 len = 46	Supermatrix-ML	0.58965034965035	0.864074074074074	0.274423724423724	0.172395833333333
family_339	group2 len = 46	Supermatrix-ML	0.754857142857143	0.89575	0.140892857142857	0.121614583333333
family_340	group2 len = 46	Supermatrix-ML	0.773185185185185	0.991	0.217814814814815	0.137239583333333
family_341	group2 len = 46	Supermatrix-ML	0.776783216783217	0.896481481481481	0.119698264698265	0.09921875
family_342	group2 len = 46	Supermatrix-ML	0.8	0.795	-0.005	0.0445312499999999
family_343	group2 len = 46	Supermatrix-ML	0.831851851851852	0.897727272727273	0.0658754208754209	0.0916666666666667
family_344	group2 len = 46	Supermatrix-ML	0.72890559732665	0.97175	0.24284440267335	0.0658854166666667
family_345	group2 len = 46	Supermatrix-ML	0.709753231492362	0.696714285714286	-0.0130389457780762	0.09453125
family_346	group2 len = 46	Supermatrix-ML	0.742889326950155	0.857428571428571	0.114539244478417	0.0239583333333333
family_347	group2 len = 46	Supermatrix-ML	0.875546487904401	0.88275	0.007203512095599	0.0880208333333333
family_348	group2 len = 46	Supermatrix-ML	0.766	0.948636363636364	0.182636363636364	0.105208333333333
family_349	group2 len = 46	Supermatrix-ML	0.784040178571429	0.875	0.0909598214285714	0.0432291666666667
family_350	group2 len = 46	Supermatrix-ML	0.819382647385984	0.868888888888889	0.0495062415029044	0.0192708333333333
family_351	group2 len = 46	Supermatrix-ML	0.651889741403808	0.7825	0.130610258596192	-0.0169270833333334
family_352	group2 len = 46	Supermatrix-ML	0.812081473214286	0.647	-0.165081473214286	0.0802083333333333
family_353	group2 len = 46	Supermatrix-ML	0.760850694444444	0.78275	0.0218993055555555	0.0744791666666667
family_354	group2 len = 46	Supermatrix-ML	0.82046875	0.926857142857143	0.106388392857143	0.0151041666666667
family_355	group2 len = 46	Supermatrix-ML	0.724646983311938	0.89725	0.172603016688062	0.0721354166666667
family_356	group2 len = 46	Supermatrix-ML	0.786944444444444	0.566363636363636	-0.220580808080808	0.11796875
family_357	group2 len = 46	Supermatrix-ML	0.738636363636364	0.747727272727273	0.00909090909090904	0.00651041666666663
family_358	group2 len = 46	Supermatrix-ML	0.725570261898057	0.960909090909091	0.235338829011034	0.096875
family_359	group2 len = 46	Supermatrix-ML	0.739701704545455	0.776	0.0362982954545454	0.04296875
family_360	group2 len = 46	Supermatrix-ML	0.694917743830787	0.595	-0.0999177438307873	0.09921875
family_361	group2 len = 46	Supermatrix-ML	0.816261574074074	0.931818181818182	0.115556607744108	0.133072916666667
family_362	group2 len = 46	Supermatrix-ML	0.768939393939394	0.64175	-0.127189393939394	0.112760416666667
family_363	group2 len = 46	Supermatrix-ML	0.825810185185185	0.93	0.104189814814815	0.25
family_364	group2 len = 46	Supermatrix-ML	0.743806470416788	0.9475	0.203693529583212	0.0565104166666667
family_365	group2 len = 46	Supermatrix-ML	0.737625139043382	0.662222222222222	-0.0754029168211594	0.0575520833333333
family_368	group2 len = 46	Supermatrix-ML	0.835857142857143	0.875714285714286	0.0398571428571429	0.00286458333333334
family_369	group2 len = 46	Supermatrix-ML	0.758969907407407	0.702727272727273	-0.0562426346801348	0.125520833333333
family_370	group2 len = 46	Supermatrix-ML	0.661931818181818	0.803	0.141068181818182	0.172916666666667
family_371	group2 len = 46	Supermatrix-ML	0.878907350042242	0.839428571428571	-0.0394787786136702	0.0234375
family_372	group2 len = 46	Supermatrix-ML	0.761208576998051	0.828333333333333	0.0671247563352827	0.0440104166666667
family_373	group2 len = 46	Supermatrix-ML	0.673992673992674	0.96	0.286007326007326	0.12578125
family_374	group2 len = 46	Supermatrix-ML	0.746660983233873	0.647727272727273	-0.0989337105066004	0.0953125
family_375	group2 len = 46	Supermatrix-ML	0.816283034953112	0.995555555555556	0.179272520602444	0.04296875
family_376	group2 len = 46	Supermatrix-ML	0.729814593301435	0.839861111111111	0.110046517809676	0.02890625
family_377	group2 len = 46	Supermatrix-ML	0.799080195458465	0.832222222222222	0.0331420267637571	0.1390625
family_378	group2 len = 46	Supermatrix-ML	0.770537454747981	0.946481481481481	0.1759440267335	0.150260416666667
family_379	group2 len = 46	Supermatrix-ML	0.847179772158933	0.957037037037037	0.109857264878104	0.123177083333333
family_380	group2 len = 46	Supermatrix-ML	0.701	0.516851851851852	-0.184148148148148	0.109375
family_381	group2 len = 46	Supermatrix-ML	0.748803154041115	0.815454545454545	0.0666513914134302	0.0864583333333333
family_382	group2 len = 46	Supermatrix-ML	0.738916256157635	0.50734375	-0.231572506157635	0.0145833333333333
family_383	group2 len = 46	Supermatrix-ML	0.689592633928571	0.890454545454545	0.200861911525974	0.202604166666667
family_384	group2 len = 46	Supermatrix-ML	0.804867385601865	0.997222222222222	0.192354836620357	0.118229166666667
family_385	group2 len = 46	Supermatrix-ML	0.813611192072282	0.956666666666667	0.143055474594385	0.075
family_386	group2 len = 46	Supermatrix-ML	0.783159673331456	0.98015625	0.196996576668544	0.0744791666666667
family_387	group2 len = 46	Supermatrix-ML	0.744755244755245	0.702037037037037	-0.0427182077182078	0.0940104166666667
family_388	group2 len = 46	Supermatrix-ML	0.83034965034965	0.888181818181818	0.0578321678321679	0.136197916666667
family_390	group2 len = 46	Supermatrix-ML	0.714646464646465	0.86	0.145353535353535	0.145052083333333
family_391	group2 len = 46	Supermatrix-ML	0.821080478975216	0.74825	-0.0728304789752158	0.03671875
family_392	group2 len = 46	Supermatrix-ML	0.754814601897097	0.7435	-0.0113146018970968	0.0739583333333333
family_393	group2 len = 46	Supermatrix-ML	0.765558997465503	0.850555555555556	0.0849965580900528	0.1390625
family_394	group2 len = 46	Supermatrix-ML	0.831848232250647	0.995	0.163151767749353	0.157552083333333
family_395	group2 len = 46	Supermatrix-ML	0.8321875	0.82703125	-0.00515624999999997	0.0111979166666666
family_396	group2 len = 46	Supermatrix-ML	0.792452830188679	0.886851851851852	0.0943990216631726	0.00989583333333333
family_397	group2 len = 46	Supermatrix-ML	0.827174215059739	0.750454545454545	-0.0767196696051934	0.0958333333333333
family_398	group2 len = 46	Supermatrix-ML	0.65768268963601	0.91890625	0.26122356036399	0.0364583333333334
family_399	group2 len = 46	Supermatrix-ML	0.726010101010101	0.773125	0.047114898989899	0.103385416666667
family_400	group2 len = 46	Supermatrix-ML	0.788052943225357	0.91725	0.129197056774643	0.0700520833333333
family_401	group1 len = 32	Supermatrix-ML	0.585340775558167	0.803571428571429	0.218230653013262	0.04140625
family_402	group1 len = 32	Supermatrix-ML	0.791168755464879	0.66462962962963	-0.12653912583525	0.129166666666667
family_403	group1 len = 32	Supermatrix-ML	0.816503496503497	0.97425	0.157746503496503	0.08046875
family_404	group1 len = 32	Supermatrix-ML	0.795307193578265	0.89375	0.0984428064217352	-0.00703124999999999
family_406	group1 len = 32	Supermatrix-ML	0.713458994708995	0.93625	0.222791005291005	0.03203125
family_407	group1 len = 32	Supermatrix-ML	0.799111111111111	0.841714285714286	0.0426031746031746	0.0328125
family_408	group1 len = 32	Supermatrix-ML	0.781840934371524	0.605	-0.176840934371524	0.11640625
family_409	group1 len = 32	Supermatrix-ML	0.659659820282413	0.635142857142857	-0.0245169631395562	-0.0359375
family_410	group1 len = 32	Supermatrix-ML	0.659090909090909	0.813428571428571	0.154337662337662	-0.01171875
family_411	group1 len = 32	Supermatrix-ML	0.790909090909091	0.631363636363636	-0.159545454545455	0.0591145833333334
family_412	group1 len = 32	Supermatrix-ML	0.799102132435466	0.866363636363636	0.0672615039281705	0.0700520833333333
family_413	group1 len = 32	Supermatrix-ML	0.825118351434141	0.922	0.096881648565859	0.0033854166666667
family_414	group1 len = 32	Supermatrix-ML	0.704671857619577	0.848472222222222	0.143800364602645	0.015625
family_415	group1 len = 32	Supermatrix-ML	0.696336121067304	0.54609375	-0.150242371067304	0.0567708333333333
family_416	group1 len = 32	Supermatrix-ML	0.722238542890717	0.88359375	0.161355207109283	0.0421875
family_417	group1 len = 32	Supermatrix-ML	0.843437152391546	0.81171875	-0.0317184023915462	-0.0309895833333332
family_418	group1 len = 32	Supermatrix-ML	0.798744019138756	0.462727272727273	-0.336016746411483	0.0674479166666667
family_419	group1 len = 32	Supermatrix-ML	0.792857142857143	0.96	0.167142857142857	0.0786458333333334
family_420	group1 len = 32	Supermatrix-ML	0.785575048732943	0.845285714285714	0.0597106655527708	0.0351562500000001
family_421	group1 len = 32	Supermatrix-ML	0.749717194570136	0.8545	0.104782805429864	-0.021875
family_422	group1 len = 32	Supermatrix-ML	0.674246651785714	0.7209375	0.0466908482142857	0.0700520833333333
family_423	group1 len = 32	Supermatrix-ML	0.825810185185185	0.9290625	0.103252314814815	0.0190104166666666
family_424	group1 len = 32	Supermatrix-ML	0.738355780022447	0.74359375	0.00523796997755321	0.0111979166666666
family_425	group1 len = 32	Supermatrix-ML	0.707083333333333	0.96375	0.256666666666667	0.0916666666666667
family_426	group1 len = 32	Supermatrix-ML	0.807615799943166	0.946296296296296	0.138680496353131	0.0690104166666667
family_427	group1 len = 32	Supermatrix-ML	0.778240873814315	0.848888888888889	0.0706480150745743	0.142447916666667
family_428	group1 len = 32	Supermatrix-ML	0.761037357209015	0.692428571428571	-0.0686087857804437	0.0205729166666667
family_429	group1 len = 32	Supermatrix-ML	0.751221001221001	0.961818181818182	0.210597180597181	0.170572916666667
family_430	group1 len = 32	Supermatrix-ML	0.769513574660634	0.96265625	0.193142675339366	0.0184895833333333
family_431	group1 len = 32	Supermatrix-ML	0.68741317032509	0.629259259259259	-0.0581539110658311	0.09140625
family_432	group1 len = 32	Supermatrix-ML	0.706446235065296	0.719259259259259	0.0128130241939634	0.0640625000000001
family_433	group1 len = 32	Supermatrix-ML	0.712912087912088	0.924	0.211087912087912	0.01484375
family_434	group1 len = 32	Supermatrix-ML	0.648621767547599	0.764074074074074	0.115452306526475	0.0127604166666666
family_435	group1 len = 32	Supermatrix-ML	0.790909090909091	0.810909090909091	0.0200000000000001	0.125
family_436	group1 len = 32	Supermatrix-ML	0.802332535885168	0.86875	0.0664174641148325	0.123177083333333
family_437	group1 len = 32	Supermatrix-ML	0.7216796875	0.96375	0.2420703125	0.0278645833333333
family_438	group1 len = 32	Supermatrix-ML	0.569839481836103	0.773714285714286	0.203874803878183	-0.0223958333333333
family_439	group1 len = 32	Supermatrix-ML	0.781108597285068	0.753428571428571	-0.0276800258564964	0.0307291666666666
family_440	group1 len = 32	Supermatrix-ML	0.764705882352941	0.7490625	-0.0156433823529412	0.125260416666667
family_441	group1 len = 32	Supermatrix-ML	0.695167824074074	0.751481481481482	0.0563136574074075	0.0346354166666667
family_442	group1 len = 32	Supermatrix-ML	0.735605170387779	0.765714285714286	0.0301091153265066	0.155208333333333
family_443	group1 len = 32	Supermatrix-ML	0.786296583850932	0.549814814814815	-0.236481769036117	0.0270833333333333
family_444	group1 len = 32	Supermatrix-ML	0.742517482517483	0.9578125	0.215295017482518	0.04453125
family_445	group1 len = 32	Supermatrix-ML	0.801435406698565	0.960740740740741	0.159305334042176	0.111458333333333
family_446	group1 len = 32	Supermatrix-ML	0.809247737556561	0.968181818181818	0.158934080625257	0.0078125
family_447	group1 len = 32	Supermatrix-ML	0.769571428571429	0.73675	-0.0328214285714286	0.108854166666667
family_448	group1 len = 32	Supermatrix-ML	0.704167840045058	0.61078125	-0.0933865900450578	0.08359375
family_449	group1 len = 32	Supermatrix-ML	0.77375	0.9045	0.13075	0.146614583333333
family_450	group1 len = 32	Supermatrix-ML	0.774888765294772	0.79025	0.0153612347052281	0.125
family_451	group1 len = 32	Supermatrix-ML	0.78882371102192	0.899857142857143	0.111033431835223	0.0763020833333333
family_452	group1 len = 32	Supermatrix-ML	0.742185299915517	0.81225	0.0700647000844833	0.0973958333333333
family_453	group1 len = 32	Supermatrix-ML	0.835503472222222	0.730555555555556	-0.104947916666667	-0.000781250000000011
family_454	group1 len = 32	Supermatrix-ML	0.861192714453584	0.988636363636364	0.12744364918278	0.154947916666667
family_455	group1 len = 32	Supermatrix-ML	0.750629370629371	0.851363636363636	0.100734265734266	0.12109375
family_456	group1 len = 32	Supermatrix-ML	0.724058637539523	0.9578125	0.233753862460477	0.06015625
family_457	group1 len = 32	Supermatrix-ML	0.719938045620952	0.975285714285714	0.255347668664762	-0.0424479166666666
family_458	group1 len = 32	Supermatrix-ML	0.882285714285714	0.9978125	0.115526785714286	0.06953125
family_459	group1 len = 32	Supermatrix-ML	0.798594497607656	0.856363636363636	0.0577691387559809	0.059375
family_460	group1 len = 32	Supermatrix-ML	0.883262780853142	0.7475	-0.135762780853142	-0.00312499999999999
family_461	group1 len = 32	Supermatrix-ML	0.677414021164021	0.62453125	-0.0528827711640212	0.100520833333333
family_462	group1 len = 32	Supermatrix-ML	0.746318421783829	0.8921875	0.145869078216171	-0.01953125
family_463	group1 len = 32	Supermatrix-ML	0.739292900258695	0.776363636363636	0.0370707361049414	0.103125
family_464	group1 len = 32	Supermatrix-ML	0.648148148148148	0.71546875	0.067320601851852	0.0611979166666667
family_465	group1 len = 32	Supermatrix-ML	0.810957696827262	0.67609375	-0.134863946827262	0.0666666666666667
family_466	group1 len = 32	Supermatrix-ML	0.815857142857143	0.818125	0.00226785714285715	0.0489583333333333
family_467	group1 len = 32	Supermatrix-ML	0.682692307692308	0.930740740740741	0.248048433048433	0.06484375
family_468	group1 len = 32	Supermatrix-ML	0.746184371184371	0.722222222222222	-0.023962148962149	-0.03984375
family_469	group1 len = 32	Supermatrix-ML	0.7281898266553	0.95515625	0.2269664233447	0.0559895833333334
family_470	group1 len = 32	Supermatrix-ML	0.648255813953488	0.766142857142857	0.117887043189369	0.0104166666666666
family_471	group1 len = 32	Supermatrix-ML	0.66375	0.80175	0.138	0.0596354166666667
family_472	group1 len = 32	Supermatrix-ML	0.801078402798018	0.892222222222222	0.0911438194242041	0.0895833333333333
family_473	group1 len = 32	Supermatrix-ML	0.742745535714286	0.7235	-0.0192455357142857	0.106510416666667
family_474	group1 len = 32	Supermatrix-ML	0.776974789915966	0.609	-0.167974789915966	-0.0078125
family_475	group1 len = 32	Supermatrix-ML	0.744373437065852	0.511481481481481	-0.23289195558437	0.136197916666667
family_476	group1 len = 32	Supermatrix-ML	0.572422258592471	0.61640625	0.0439839914075287	0.00651041666666669
family_477	group1 len = 32	Supermatrix-ML	0.676857142857143	0.536111111111111	-0.140746031746032	0.105208333333333
family_478	group1 len = 32	Supermatrix-ML	0.710470085470085	0.914814814814815	0.204344729344729	0.0239583333333333
family_479	group1 len = 32	Supermatrix-ML	0.739533492822967	0.775454545454545	0.0359210526315789	0.10078125
family_480	group1 len = 32	Supermatrix-ML	0.740881032547699	0.77537037037037	0.0344893378226712	0.0947916666666667
family_481	group1 len = 32	Supermatrix-ML	0.673103639899972	0.63375	-0.0393536398999722	-0.02109375
family_482	group1 len = 32	Supermatrix-ML	0.828730904817861	0.823703703703704	-0.00502720111415766	0.0221354166666666
family_483	group1 len = 32	Supermatrix-ML	0.717046718576196	0.913611111111111	0.196564392534915	0.130208333333333
family_484	group1 len = 32	Supermatrix-ML	0.688592592592593	0.859090909090909	0.170498316498316	0.0627604166666667
family_485	group1 len = 32	Supermatrix-ML	0.650515176830966	0.862571428571429	0.212056251740462	0.0486979166666666
family_486	group1 len = 32	Supermatrix-ML	0.791048951048951	0.805	0.0139510489510489	0.101041666666667
family_487	group1 len = 32	Supermatrix-ML	0.630134788189987	0.533148148148148	-0.096986640041839	0.01171875
family_488	group1 len = 32	Supermatrix-ML	0.76390625	0.60265625	-0.16125	0.0908854166666667
family_490	group1 len = 32	Supermatrix-ML	0.773199023199023	0.594090909090909	-0.179108114108114	0.0794270833333333
family_491	group1 len = 32	Supermatrix-ML	0.808592592592593	0.86225	0.0536574074074074	0.0950520833333333
family_492	group1 len = 32	Supermatrix-ML	0.720774991859329	0.586527777777778	-0.134247214081551	-0.0200520833333334
family_493	group1 len = 32	Supermatrix-ML	0.722077546296296	0.885185185185185	0.163107638888889	0.0440104166666667
family_495	group1 len = 32	Supermatrix-ML	0.822256787330317	0.889444444444444	0.0671876571141278	0.0278645833333333
family_496	group1 len = 32	Supermatrix-ML	0.657428571428571	0.702592592592593	0.0451640211640212	0.0421875
family_498	group1 len = 32	Supermatrix-ML	0.806919642857143	0.75703125	-0.0498883928571429	0.0638020833333334
family_499	group1 len = 32	Supermatrix-ML	0.59625	0.86671875	0.27046875	0.06875
family_500	group1 len = 32	Supermatrix-ML	0.842857142857143	0.92	0.0771428571428572	0.126302083333333
